ortho_0,phon_0,lemme_0,cgram_0,genre_0,nombre_0,freqfilms2_0,infover_0,islem_0,p_cvcv_0,cgramortho_0
magazines,magazin,magazine,NOM,m,p,7.39,,0,CVCVCVC,NOM
mages,maZ,mage,NOM,m,p,1.04,,0,CVC,NOM
magiciens,maZisj5,magicien,NOM,m,p,1.17,,0,CVCVCYV,NOM
maillots,majo,maillot,NOM,m,p,1.44,,0,CVYV,NOM
mails,mEjl,mail,NOM,m,p,1.05,,0,CVYC,NOM
mains,m5,main,NOM,f,p,212.97,,0,CV,NOM
maintes,m5t,maintes,ADJ:ind,f,p,2.36,,1,CVC,ADJ:ind
mais,mE,mais,CON,,,5179.05,,1,CV,"ADV,CON"
maïs,mais,maïs,NOM,m,,6.33,,1,CVVC,NOM
maisons,mEz§,maison,NOM,f,p,35.44,,0,CVCV,NOM
maîtres,mEtR,maître,NOM,m,p,9.67,,0,CVCC,"ADJ,NOM"
maîtresses,mEtREs,maîtresse,NOM,f,p,1.38,,0,CVCCVC,"ADJ,NOM"
malades,malad,malade,NOM,f,p,15.57,,0,CVCVC,"ADJ,NOM"
maladies,maladi,maladie,NOM,f,p,13.86,,0,CVCVCV,NOM
malentendus,mal@t@dy,malentendu,NOM,m,p,1.13,,0,CVCVCVCV,NOM
mâles,mal,mâle,NOM,m,p,2.76,,0,CVC,"ADJ,NOM"
malfaiteurs,malfEt9R,malfaiteur,NOM,m,p,1.75,,0,CVCCVCVC,NOM
malheureux,mal2R2,malheureux,NOM,m,,8.96,,1,CVCVCV,"ADJ,NOM"
malheurs,mal9R,malheur,NOM,m,p,7.72,,0,CVCVC,NOM
malins,mal5,malin,NOM,m,p,1.35,,0,CVCV,"ADJ,NOM"
malles,mal,malle,NOM,f,p,1.43,,0,CVC,NOM
mamans,mam@,maman,NOM,f,p,2.76,,0,CVCV,NOM
manches,m@S,manche,NOM,,p,4.13,,0,CVC,NOM
mandats,m@da,mandat,NOM,m,p,1.8,,0,CVCV,NOM
mangeurs,m@Z9R,mangeur,NOM,m,p,1.07,,0,CVCVC,NOM
manières,manjER,manière,NOM,f,p,16.89,,0,CVCYVC,NOM
manies,mani,manie,NOM,f,p,1.21,,0,CVCV,"NOM,VER"
manifestants,manifEst@,manifestant,NOM,m,p,1.96,,0,CVCVCVCCV,NOM
manifestations,manifEstasj§,manifestation,NOM,f,p,2.94,,0,CVCVCVCCVCYV,NOM
manifs,manif,manif,NOM,f,p,1.66,,0,CVCVC,NOM
mannequins,man°k5,mannequin,NOM,,p,3.9,,0,CVCVCV,NOM
manoeuvres,man9vR,manoeuvre,NOM,,p,2.46,,0,CVCVCC,"NOM,VER"
manteaux,m@to,manteau,NOM,m,p,3.81,,0,CVCV,NOM
manuels,man8El,manuel,NOM,m,p,1.52,,0,CVCYVC,"ADJ,NOM"
manuscrits,manyskRi,manuscrit,NOM,m,p,1.61,,0,CVCVCCCV,"ADJ,NOM"
maquereaux,mak°Ro,maquereau,NOM,m,p,1.35,,0,CVCVCV,NOM
maquettes,makEt,maquette,NOM,f,p,2.01,,0,CVCVC,NOM
marais,maRE,marais,NOM,m,,6.91,,1,CVCV,NOM
marbres,maRbR,marbre,NOM,m,p,1.03,,0,CVCCC,NOM
marchands,maRS@,marchand,NOM,m,p,3.71,,0,CVCCV,"ADJ,NOM"
marches,maRS,marche,NOM,f,p,6.56,,0,CVCC,"NOM,VER"
marchés,maRSe,marché,NOM,m,p,1.64,,0,CVCCV,"VER,NOM"
mardis,maRdi,mardi,NOM,m,p,1.27,,0,CVCCV,NOM
marées,maRe,marée,NOM,f,p,1.1,,0,CVCV,NOM
marguerites,maRg°Rit,marguerite,NOM,f,p,1.33,,0,CVCCVCVC,NOM
mariages,maRjaZ,mariage,NOM,m,p,8.81,,0,CVCYVC,NOM
mariés,maRje,marié,NOM,m,p,8.6,,0,CVCYV,"VER,ADJ,NOM"
marines,maRin,marine,NOM,f,p,1.17,,0,CVCVC,"ADJ,NOM"
marins,maR5,marin,NOM,m,p,5.48,,0,CVCV,"ADJ,NOM"
marionnettes,maRjonEt,marionnette,NOM,f,p,2.24,,0,CVCYVCVC,NOM
maris,maRi,mari,NOM,m,p,9.23,,0,CVCV,NOM
marks,maRk,mark,NOM,m,p,11.93,,0,CVCC,NOM
marocains,maRok5,marocain,NOM,m,p,1.07,,0,CVCVCV,"ADJ,NOM"
marques,maRk,marque,NOM,f,p,16.39,,0,CVCC,"NOM,VER"
marquis,maRki,marquis,NOM,m,,14.98,,1,CVCCV,NOM
marrons,maR§,marron,NOM,m,p,2.8,,0,CVCV,"VER,NOM"
mars,maRs,mars,NOM,m,,9.75,,1,CVCC,NOM
marseillais,maRsEjE,marseillais,NOM,m,,1.27,,1,CVCCVYV,"ADJ,NOM"
martiens,maRsj5,martien,NOM,m,p,1.37,,0,CVCCYV,"ADJ,NOM"
martinis,maRtini,martini,NOM,m,p,1.09,,0,CVCCVCV,NOM
martins,maRt5,martin,NOM,m,p,1.62,,0,CVCCV,NOM
martyrs,maRtiR,martyr,NOM,m,p,1.82,,0,CVCCVC,"ADJ,NOM"
mas,ma,mas,NOM,m,,2.21,,1,CV,NOM
masques,mask,masque,NOM,m,p,6.02,,0,CVCC,"NOM,VER"
massacres,masakR,massacre,NOM,m,p,2,,0,CVCVCC,"NOM,VER"
massages,masaZ,massage,NOM,m,p,1.81,,0,CVCVC,NOM
masses,mas,masse,NOM,f,p,5.09,,0,CVC,"NOM,VER"
masters,mast9R,master,NOM,m,p,2.02,,0,CVCCVC,NOM
matches,matS,matche,NOM,m,p,1.42,,0,CVCC,NOM
matchs,matS,match,NOM,m,p,5.22,,0,CVCC,NOM
matelas,mat°la,matelas,NOM,m,,8.98,,1,CVCVCV,NOM
matelots,mat°lo,matelot,NOM,m,p,2.27,,0,CVCVCV,NOM
matériaux,mateRjo,matériau,NOM,m,p,2.83,,0,CVCVCYV,NOM
mathématiques,matematik,mathématique,NOM,f,p,1.64,,0,CVCVCVCVC,"ADJ,NOM"
maths,mat,maths,NOM,f,p,10.66,,1,CVC,NOM
matières,matjER,matière,NOM,f,p,2.79,,0,CVCYVC,NOM
matins,mat5,matin,NOM,m,p,9.98,,0,CVCV,NOM
matos,matos,matos,NOM,m,,5.72,,1,CVCVC,NOM
maudits,modi,maudit,NOM,m,p,1.63,,0,CVCV,"ADJ,NOM"
mauvais,movE,mauvais,ADJ,m,,138.04,,1,CVCV,"ADJ,ADV,NOM"
mauvais,movE,mauvais,NOM,m,,8.43,,1,CVCV,"ADJ,ADV,NOM"
mauviettes,movjEt,mauviette,NOM,f,p,1.37,,0,CVCYVC,NOM
maux,mo,mal,NOM,m,p,8.31,,0,CV,NOM
méchantes,meS@t,méchant,ADJ,f,p,1.73,,0,CVCVC,ADJ
méchants,meS@,méchant,ADJ,m,p,6.67,,0,CVCV,"ADJ,NOM"
méchants,meS@,méchant,NOM,m,p,7.21,,0,CVCV,"ADJ,NOM"
mèches,mES,mèche,NOM,f,p,1.66,,0,CVC,NOM
mecs,mEk,mec,NOM,m,p,72.61,,0,CVC,NOM
médecins,mEds5,médecin,NOM,m,p,27.84,,0,CVCCV,NOM
médias,medja,média,NOM,m,p,9.46,,0,CVCYV,NOM
médicaments,medikam@,médicament,NOM,m,p,29.8,,0,CVCVCVCV,NOM
médiums,medjOm,médium,NOM,m,p,1.1,,0,CVCYVC,NOM
médocs,medOk,médoc,NOM,m,p,1.29,,0,CVCVC,NOM
méfaits,mefE,méfait,NOM,m,p,1.39,,0,CVCV,NOM
mégots,mego,mégot,NOM,m,p,1.46,,0,CVCV,NOM
meilleures,mEj9R,meilleur,ADJ,f,p,15.25,,0,CVYVC,"ADJ,NOM"
meilleures,mEj9R,meilleur,NOM,f,p,4.48,,0,CVYVC,"ADJ,NOM"
meilleurs,mEj9R,meilleur,ADJ,m,p,32.64,,0,CVYVC,"ADJ,NOM"
meilleurs,mEj9R,meilleur,NOM,m,p,15.14,,0,CVYVC,"ADJ,NOM"
melons,m°l§,melon,NOM,m,p,2.19,,0,CVCV,NOM
membres,m@bR,membre,NOM,m,p,29.34,,0,CVCC,NOM
mêmes,mEm,même,ADJ,,p,33.61,,0,CVC,"ADJ,PRO:ind"
mémoires,memwaR,mémoire,NOM,,p,4.27,,0,CVCYVC,NOM
menaces,m°nas,menace,NOM,f,p,9.28,,0,CVCVC,"NOM,VER"
ménages,menaZ,ménage,NOM,m,p,1.91,,0,CVCVC,"NOM,VER"
mendiants,m@dj@,mendiant,NOM,m,p,3.07,,0,CVCYV,NOM
meneaux,m°no,meneau,NOM,m,p,2.18,,0,CVCV,NOM
méninges,men5Z,méninge,NOM,f,p,1.08,,0,CVCVC,NOM
menottes,m°nOt,menotte,NOM,f,p,10.88,,0,CVCVC,NOM
mensonges,m@s§Z,mensonge,NOM,m,p,27.41,,0,CVCVC,NOM
menteurs,m@t9R,menteur,NOM,m,p,4.46,,0,CVCVC,"ADJ,NOM"
menus,m°ny,menu,NOM,m,p,1.28,,0,CVCV,"ADJ,NOM"
mépris,mepRi,mépris,NOM,m,,7.39,,1,CVCCV,"VER,NOM"
mercenaires,mERs°nER,mercenaire,NOM,,p,1.54,,0,CVCCVCVC,"ADJ,NOM"
mercredis,mERkR°di,mercredi,NOM,m,p,1.11,,0,CVCCCVCV,NOM
merdes,mERd,merde,NOM,f,p,6.37,,0,CVCC,"NOM,VER"
merdeux,mERd2,merdeux,NOM,m,,5.22,,1,CVCCV,"ADJ,NOM"
mères,mER,mère,NOM,f,p,14.79,,0,CVC,NOM
mérites,meRit,mérite,NOM,m,p,1.64,,0,CVCVC,"NOM,VER"
mers,mER,mer,NOM,f,p,7.12,,0,CVC,NOM
merveilleux,mERvEj2,merveilleux,NOM,m,,9.62,,1,CVCCVYV,"ADJ,NOM"
mes,me,mes,ADJ:pos,,,1102.23,,1,CV,"NOM,ADJ:pos,PRO:pos"
mesdames,mEdam,madame,NOM,f,p,58.03,,0,CVCVC,NOM
mesdemoiselles,mEd°mwazEl,mesdemoiselles,NOM,f,p,7.36,,1,CVCVCYVCVC,NOM
mess,mEs,mess,NOM,m,,1.74,,1,CVC,NOM
messagers,mesaZe,messager,NOM,m,p,1.06,,0,CVCVCV,NOM
messages,mesaZ,message,NOM,m,p,17.41,,0,CVCVC,NOM
messes,mEs,messe,NOM,f,p,2.22,,0,CVC,NOM
messieurs,mesj2,monsieur,NOM,m,p,155.66,,0,CVCYV,NOM
mesures,m°zyR,mesure,NOM,f,p,11.14,,0,CVCVC,"NOM,VER"
métaux,meto,métal,NOM,m,p,2.19,,0,CVCV,NOM
météorites,meteoRit,météorite,NOM,f,p,2.82,,0,CVCVVCVC,NOM
méthodes,metOd,méthode,NOM,f,p,11.04,,0,CVCVC,NOM
métiers,metje,métier,NOM,m,p,1.81,,0,CVCYV,NOM
métis,metis,métis,NOM,m,,1.91,,1,CVCVC,"ADJ,NOM"
mètres,mEtR,mètre,NOM,m,p,37.46,,0,CVCC,"NOM,VER"
mets,mE,mets,NOM,m,,45.09,,1,CV,"NOM,VER"
meubles,m9bl,meuble,NOM,m,p,17.01,,0,CVCC,"ADJ,NOM"
meufs,m9f,meuf,NOM,f,p,2.08,,0,CVC,NOM
meurtres,m9RtR,meurtre,NOM,m,p,22.51,,0,CVCCC,NOM
meurtriers,m9RtRije,meurtrier,NOM,m,p,2.48,,0,CVCCCVYV,"ADJ,NOM"
mexicains,mEksik5,mexicain,NOM,m,p,3.22,,0,CVCCVCV,"ADJ,NOM"
miches,miS,miche,NOM,f,p,1.5,,0,CVC,NOM
micro-ondes,mikRo§d,micro-ondes,NOM,m,,2.45,,1,CVCCVVC,NOM
microbes,mikROb,microbe,NOM,m,p,4.14,,0,CVCCVC,NOM
micros,mikRo,micro,NOM,,p,3.78,,0,CVCCV,NOM
miettes,mjEt,miette,NOM,f,p,6.13,,0,CYVC,NOM
mieux,mj2,mieux,ADV,,,651.73,,1,CYV,"ADV,NOM"
mieux,mj2,mieux,NOM,m,,54.12,,1,CYV,"ADV,NOM"
mignons,miN§,mignon,NOM,m,p,1.08,,0,CVCV,"ADJ,NOM"
migraines,migREn,migraine,NOM,f,p,2.8,,0,CVCCVC,NOM
miles,majls,mile,NOM,m,p,7.44,,0,CVYCC,NOM
milieux,milj2,milieu,NOM,m,p,1.67,,0,CVCYV,NOM
militaires,militER,militaire,NOM,,p,9.74,,0,CVCVCVC,"ADJ,NOM"
militants,milit@,militant,NOM,m,p,1.54,,0,CVCVCV,"ADJ,NOM"
millénaires,milenER,millénaire,NOM,m,p,1.36,,0,CVCVCVC,"ADJ,NOM"
milles,mil,mille,NOM,m,p,3.46,,0,CVC,NOM
milliards,miljaR,milliard,NOM,m,p,13.49,,0,CVCYVC,NOM
milliers,milje,millier,NOM,m,p,34.78,,0,CVCYV,NOM
millimètres,milimEtR,millimètre,NOM,m,p,1.2,,0,CVCVCVCC,NOM
millions,milj§,million,NOM,m,p,87.92,,0,CVCYV,NOM
minables,minabl,minable,NOM,,p,2.31,,0,CVCVCC,"ADJ,NOM"
mines,min,mine,NOM,f,p,11.24,,0,CVC,"NOM,VER"
minettes,minEt,minet,NOM,f,p,1.21,,0,CVCVC,NOM
mineurs,min9R,mineur,NOM,m,p,4.09,,0,CVCVC,"ADJ,NOM"
minibus,minibys,minibus,NOM,m,,1.99,,1,CVCVCVC,NOM
ministres,ministR,ministre,NOM,m,p,3.31,,0,CVCVCCC,NOM
minois,minwa,minois,NOM,m,,1.11,,1,CVCYV,NOM
minus,minys,minus,NOM,m,,8.35,,1,CVCVC,NOM
minutes,minyt,minute,NOM,f,p,197.45,,0,CVCVC,"NOM,VER"
miracles,miRakl,miracle,NOM,m,p,17.1,,0,CVCVCC,NOM
miroirs,miRwaR,miroir,NOM,m,p,3.46,,0,CVCYVC,NOM
misérables,mizeRabl,misérable,NOM,,p,1.38,,0,CVCVCVCC,"ADJ,NOM"
misères,mizER,misère,NOM,f,p,1.92,,0,CVCVC,NOM
miss,mis,miss,NOM,f,,39.08,,1,CVC,NOM
missiles,misil,missile,NOM,m,p,9.23,,0,CVCVC,NOM
missionnaires,misjonER,missionnaire,NOM,,p,1.02,,0,CVCYVCVC,"ADJ,NOM"
missions,misj§,mission,NOM,f,p,5.22,,0,CVCYV,"VER,NOM"
mitraillettes,mitRajEt,mitraillette,NOM,f,p,1.26,,0,CVCCVYVC,NOM
modèles,modEl,modèle,NOM,m,p,5.5,,0,CVCVC,"VER,ADJ,NOM"
modifications,modifikasj§,modification,NOM,f,p,1.69,,0,CVCVCVCVCYV,NOM
moeurs,m9Rs,moeurs,NOM,f,p,3.08,,1,CVCC,NOM
moindres,mw5dR,moindre,ADJ,,p,3.38,,0,CYVCC,ADJ
moineaux,mwano,moineau,NOM,m,p,2.73,,0,CYVCV,NOM
moines,mwan,moine,NOM,m,p,3.62,,0,CYVC,NOM
moins,mw5,moins,ADV,,,478.75,,1,CYV,"ADV,NOM"
moins,mw5,moins,NOM,m,,10.35,,1,CYV,"ADV,NOM"
mois,mwa,mois,NOM,m,,312.31,,1,CYV,NOM
molécules,molekyl,molécule,NOM,f,p,1.39,,0,CVCVCVC,NOM
mollets,molE,mollet,NOM,m,p,1.11,,0,CVCV,"ADJ,NOM"
moments,mom@,moment,NOM,m,p,30.34,,0,CVCV,NOM
mômes,mom,môme,NOM,,p,9.28,,0,CVC,NOM
mondes,m§d,monde,NOM,m,p,7.11,,0,CVC,NOM
moniteurs,monit9R,moniteur,NOM,m,p,1.61,,0,CVCVCVC,NOM
monstres,m§stR,monstre,NOM,m,p,14.14,,0,CVCCC,"ADJ,NOM"
montagnes,m§taN,montagne,NOM,f,p,25.25,,0,CVCVC,NOM
montres,m§tR,montre,NOM,f,p,4.49,,0,CVCC,"NOM,VER"
monts,m§,mont,NOM,m,p,3.59,,0,CV,NOM
monuments,monym@,monument,NOM,m,p,1.61,,0,CVCVCV,NOM
moqueries,mOk°Ri,moquerie,NOM,f,p,1.05,,0,CVCVCV,NOM
morceaux,mORso,morceau,NOM,m,p,24.13,,0,CVCCV,NOM
morpions,mORpj§,morpion,NOM,m,p,1.68,,0,CVCCYV,NOM
morsures,mORsyR,morsure,NOM,f,p,2.41,,0,CVCCVC,NOM
mortels,mORtEl,mortel,NOM,m,p,3.32,,0,CVCCVC,"ADJ,NOM"
mortes,mORt,mort,NOM,f,p,1.44,,0,CVCC,"ADJ,NOM,VER"
morts,mOR,mort,NOM,,p,78.09,,0,CVC,"ADJ,NOM,VER"
morts-vivants,mORviv@,mort-vivant,NOM,m,p,1.05,,0,CVCCVCV,NOM
morveux,mORv2,morveux,NOM,m,,4.51,,1,CVCCV,"ADJ,NOM"
motards,motaR,motard,NOM,m,p,2.23,,0,CVCVC,NOM
moteurs,mot9R,moteur,NOM,m,p,7.32,,0,CVCVC,"ADJ,NOM"
motifs,motif,motif,NOM,m,p,4.36,,0,CVCVC,NOM
motivations,motivasj§,motivation,NOM,f,p,1.79,,0,CVCVCVCYV,NOM
motos,moto,moto,NOM,f,p,2.62,,0,CVCV,NOM
mots,mo,mot,NOM,m,p,104.72,,0,CV,NOM
mouchards,muSaR,mouchard,NOM,m,p,1.28,,0,CVCVC,"ADJ,NOM"
mouches,muS,mouche,NOM,f,p,9.29,,0,CVC,"NOM,VER"
mouchoirs,muSwaR,mouchoir,NOM,m,p,1.69,,0,CVCYVC,NOM
mouettes,mwEt,mouette,NOM,f,p,1.81,,0,CYVC,NOM
moules,mul,moule,NOM,,p,2.56,,0,CVC,"NOM,VER"
mourants,muR@,mourant,NOM,m,p,1.11,,0,CVCV,"ADJ,NOM"
mousquetaires,musk°tER,mousquetaire,NOM,m,p,2.19,,0,CVCCVCVC,NOM
mousseux,mus2,mousseux,NOM,m,,1.45,,1,CVCV,"ADJ,NOM"
moustaches,mustaS,moustache,NOM,f,p,2.13,,0,CVCCVC,NOM
moustiques,mustik,moustique,NOM,m,p,3.44,,0,CVCCVC,NOM
moutons,mut§,mouton,NOM,m,p,9.13,,0,CVCV,NOM
mouvements,muv°m@,mouvement,NOM,m,p,11.07,,0,CVCVCV,NOM
moyens,mwaj5,moyen,NOM,m,p,30.2,,0,CYVYV,"ADJ,NOM"
mules,myl,mule,NOM,f,p,2.33,,0,CVC,NOM
multinationales,myltinasjonal,multinationale,NOM,f,p,1.22,,0,CVCCVCVCYVCVC,"ADJ,NOM"
munitions,mynisj§,munition,NOM,f,p,14.4,,0,CVCVCYV,NOM
murmures,myRmyR,murmure,NOM,m,p,1.78,,0,CVCCVC,"NOM,VER"
murs,myR,mur,NOM,m,p,30.04,,0,CVC,NOM
muscles,myskl,muscle,NOM,m,p,11.75,,0,CVCCC,"NOM,VER"
musées,myze,musée,NOM,m,p,2.11,,0,CVCV,"VER,NOM"
musiciens,myzisj5,musicien,NOM,m,p,7.31,,0,CVCVCYV,"ADJ,NOM"
musulmans,myzylm@,musulman,NOM,m,p,4,,0,CVCVCCV,"ADJ,NOM"
mutants,myt@,mutant,NOM,m,p,2.46,,0,CVCV,"ADJ,NOM"
mystères,mistER,mystère,NOM,m,p,5.13,,0,CVCCVC,NOM
mythes,mit,mythe,NOM,m,p,1.1,,0,CVC,NOM
nains,n5,nain,NOM,m,p,4.17,,0,CV,"ADJ,NOM"
naissances,nEs@s,naissance,NOM,f,p,1.83,,0,CVCVC,NOM
nanas,nana,nana,NOM,f,p,13.09,,0,CVCV,NOM
nappes,nap,nappe,NOM,f,p,1.33,,0,CVC,NOM
narines,naRin,narine,NOM,f,p,2.3,,0,CVCVC,NOM
nationalistes,nasjonalist,nationaliste,NOM,,p,1.4,,0,CVCYVCVCVCC,"ADJ,NOM"
nations,nasj§,nation,NOM,f,p,7.83,,0,CVCYV,NOM
nausées,noze,nausée,NOM,f,p,1.76,,0,CVCV,NOM
nautilus,notily,nautilus,NOM,m,,1.26,,1,CVCVCV,NOM
navets,navE,navet,NOM,m,p,1.9,,0,CVCV,NOM
navires,naviR,navire,NOM,m,p,6.14,,0,CVCVC,NOM
nazis,nazi,nazi,NOM,m,p,9.81,,0,CVCV,"ADJ,NOM"
négociations,negosjasj§,négociation,NOM,f,p,3.99,,0,CVCVCYVCYV,NOM
nègres,nEgR,nègre,NOM,m,p,6.12,,0,CVCC,"ADJ,NOM"
négros,negRo,négro,NOM,m,p,1.38,,0,CVCCV,NOM
neiges,nEZ,neige,NOM,f,p,1.82,,0,CVC,"NOM,VER"
nénés,nene,néné,NOM,m,p,1.65,,0,CVCV,NOM
nerfs,nER,nerf,NOM,m,p,22.03,,0,CVC,NOM
nerveux,nERv2,nerveux,NOM,m,,2.11,,1,CVCCV,"ADJ,NOM"
neurones,n2Ron,neurone,NOM,m,p,1.39,,0,CVCVC,NOM
neveux,n°v2,neveux,NOM,m,p,2.13,,1,CVCV,NOM
nez,ne,nez,NOM,m,,75.18,,1,CV,NOM
nibards,nibaR,nibard,NOM,m,p,1.47,,0,CVCVC,NOM
nichons,niS§,nichon,NOM,m,p,9.18,,0,CVCV,"VER,NOM"
nids,ni,nid,NOM,m,p,1.19,,0,CV,NOM
niveaux,nivo,niveau,NOM,m,p,5.24,,0,CVCV,NOM
nobles,nObl,noble,NOM,,p,3.86,,0,CVCC,"ADJ,NOM"
noces,nOs,noce,NOM,f,p,12.62,,0,CVC,NOM
noeuds,n2,noeud,NOM,m,p,3.48,,0,CV,NOM
noires,nwaR,noir,NOM,f,p,1.33,,0,CYVC,"ADJ,NOM"
noirs,nwaR,noir,NOM,m,p,20.61,,0,CYVC,"ADJ,NOM"
noisettes,nwazEt,noisette,NOM,f,p,2.33,,0,CYVCVC,NOM
noix,nwa,noix,NOM,f,,12.83,,1,CYV,NOM
nombres,n§bR,nombre,NOM,m,p,3.59,,0,CVCC,NOM
nombreux,n§bR2,nombreux,ADJ,m,,29.89,,1,CVCCV,ADJ
noms,n§,nom,NOM,m,p,42.5,,0,CV,NOM
nonnes,nOn,nonne,NOM,f,p,3.01,,0,CVC,NOM
normes,nORm,norme,NOM,f,p,3.42,,0,CVCC,NOM
nos,no,nos,ADJ:pos,,p,524.63,,1,CV,ADJ:pos
notes,nOt,note,NOM,f,p,29.4,,0,CVC,NOM
nounours,nunuRs,nounours,NOM,m,,3.71,,1,CVCVCC,NOM
nous,nu,nous,PRO:per,,p,4772.12,,1,CV,PRO:per
nouveautés,nuvote,nouveauté,NOM,f,p,1,,0,CVCVCV,NOM
nouveaux,nuvo,nouveau,ADJ,m,p,39.17,,0,CVCV,"ADJ,NOM"
nouveaux,nuvo,nouveau,NOM,m,p,6.76,,0,CVCV,"ADJ,NOM"
nouvelles,nuvEl,nouveau,NOM,f,p,82.08,,0,CVCVC,"NOM,ADJ"
nuages,n8aZ,nuage,NOM,m,p,18.47,,0,CYVC,NOM
nudistes,nydist,nudiste,NOM,,p,1.43,,0,CVCVCC,"ADJ,NOM"
nues,ny,nu,NOM,f,p,1.14,,0,CV,"ADJ,NOM"
nuits,n8i,nuit,NOM,f,p,28.98,,0,CYV,NOM
nuls,nyl,nul,NOM,m,p,2.41,,0,CVC,"ADJ,NOM,ADJ:ind"
numéros,nymeRo,numéro,NOM,m,p,11.4,,0,CVCVCV,NOM
nus,ny,nu,NOM,m,p,1.42,,0,CV,"ADJ,NOM"
oasis,oazis,oasis,NOM,f,,1.61,,1,VVCVC,NOM
objectifs,ObZEktif,objectif,NOM,m,p,3.46,,0,VCCVCCVC,"ADJ,NOM"
objections,ObZEksj§,objection,NOM,f,p,2.1,,0,VCCVCCYV,"NOM,VER"
objets,ObZE,objet,NOM,m,p,19.06,,0,VCCV,NOM
obligations,obligasj§,obligation,NOM,f,p,4.69,,0,VCCVCVCYV,NOM
obsédés,opsede,obsédé,NOM,m,p,1.33,,0,VCCVCV,"VER,ADJ,NOM"
obsèques,OpsEk,obsèques,NOM,f,p,4.32,,1,VCCVC,NOM
observateurs,opsERvat9R,observateur,NOM,m,p,1.05,,0,VCCVCCVCVC,"ADJ,NOM"
observations,opsERvasj§,observation,NOM,f,p,1.16,,0,VCCVCCVCYV,NOM
obsessions,Opsesj§,obsession,NOM,f,p,1.02,,0,VCCVCYV,NOM
obstacles,Opstakl,obstacle,NOM,m,p,4.07,,0,VCCCVCC,NOM
obus,oby,obus,NOM,m,,5.13,,1,VCV,NOM
occasions,okazj§,occasion,NOM,f,p,6.5,,0,VCVCYV,NOM
occupants,okyp@,occupant,NOM,m,p,1.73,,0,VCVCV,"ADJ,NOM"
occupations,okypasj§,occupation,NOM,f,p,1.8,,0,VCVCVCYV,NOM
océans,ose@,océan,NOM,m,p,2.03,,0,VCVV,NOM
odeurs,od9R,odeur,NOM,f,p,2.38,,0,VCVC,NOM
oeillets,9jE,oeillet,NOM,m,p,3.13,,0,VYV,NOM
oeufs,2,oeuf,NOM,m,p,25.88,,0,V,NOM
oeuvres,9vR,oeuvre,NOM,,p,6.72,,0,VCC,"NOM,VER"
offenses,of@s,offense,NOM,f,p,2.04,,0,VCVC,"NOM,VER"
officiels,ofisjEl,officiel,NOM,m,p,1.43,,0,VCVCYVC,"ADJ,NOM"
officiers,ofisje,officier,NOM,m,p,19.87,,0,VCVCYV,NOM
offres,OfR,offre,NOM,f,p,4.32,,0,VCC,"NOM,VER"
oies,wa,oie,NOM,f,p,3.73,,0,YV,"NOM,VER"
oignons,ON§,oignon,NOM,m,p,15.63,,0,VCV,"NOM,VER"
oiseaux,wazo,oiseau,NOM,m,p,33.96,,0,YVCV,NOM
olives,oliv,olive,NOM,f,p,2.88,,0,VCVC,NOM
oliviers,olivje,olivier,NOM,m,p,1.32,,0,VCVCYV,NOM
ombres,§bR,ombre,NOM,,p,9.7,,0,VCC,"NOM,VER"
oncles,§kl,oncle,NOM,m,p,2.6,,0,VCC,NOM
ondes,§d,onde,NOM,f,p,7.52,,0,VC,NOM
ongles,§gl,ongle,NOM,m,p,18.02,,0,VCC,NOM
opérations,opeRasj§,opération,NOM,f,p,11.94,,0,VCVCVCYV,NOM
opinions,opinj§,opinion,NOM,f,p,5.47,,0,VCVCYV,"VER,NOM"
opportunités,opORtynite,opportunité,NOM,f,p,2.33,,0,VCVCCVCVCV,NOM
opposants,opoz@,opposant,NOM,m,p,1.28,,0,VCVCV,NOM
opprimés,opRime,opprimé,NOM,m,p,1.48,,0,VCCVCV,"VER,ADJ,NOM"
options,opsj§,option,NOM,f,p,4.94,,0,VCCYV,"VER,NOM"
orages,oRaZ,orage,NOM,m,p,2.64,,0,VCVC,NOM
oranges,oR@Z,orange,NOM,,p,4.73,,0,VCVC,NOM
orbites,ORbit,orbite,NOM,f,p,1.22,,0,VCCVC,NOM
orchidées,ORkide,orchidée,NOM,f,p,1.9,,0,VCCVCV,NOM
ordinateurs,ORdinat9R,ordinateur,NOM,m,p,6.95,,0,VCCVCVCVC,NOM
ordonnances,ORdon@s,ordonnance,NOM,,p,1.78,,0,VCCVCVC,NOM
ordres,ORdR,ordre,NOM,m,p,84.75,,0,VCCC,NOM
ordures,ORdyR,ordure,NOM,f,p,14.1,,0,VCCVC,NOM
oreillers,oReje,oreiller,NOM,m,p,1.41,,0,VCVYV,NOM
oreillons,oREj§,oreillon,NOM,m,p,1.07,,0,VCVYV,NOM
organes,ORgan,organe,NOM,m,p,10.55,,0,VCCVC,NOM
organisations,ORganizasj§,organisation,NOM,f,p,2.02,,0,VCCVCVCVCYV,NOM
organismes,ORganizm,organisme,NOM,m,p,2.02,,0,VCCVCVCC,NOM
orgasmes,ORgasm,orgasme,NOM,m,p,1.48,,0,VCCVCC,NOM
orgies,ORZi,orgie,NOM,f,p,1.38,,0,VCCV,NOM
originaux,oRiZino,original,NOM,m,p,1.44,,0,VCVCVCV,"ADJ,NOM"
origines,oRiZin,origine,NOM,f,p,5.88,,0,VCVCVC,NOM
